athlete_id,first_name,last_name,major,previous_school,height_raw,height_in,weight_raw,weight_lbs,sport,athletic_year,season,division,gender,conference,school,position_raw,position_group,class_year_raw,class_standing,hometown_raw,hometown_city,hometown_state,origin,high_school,high_school_is_academy,source_url
fen_4a974bbe1823,Salma,Abdrabou,,,5-5,65.0,,,fencing,2025-26,2025-26,D2,Women,Great Lakes Intercollegiate Athletic Conference,Wayne State Michigan,Epee Epee,Épée,Jr.,Jr,"Cairo, Egypt",Cairo,,international,Dar El Tarbiah IGCSE,0,https://wsuathletics.com/sports/womens-fencing/roster/2025-26
fen_e917a55d1126,Anabella,Acurero Gonzalez,,,5-4,64.0,,,fencing,2025-26,2025-26,D2,Women,Great Lakes Intercollegiate Athletic Conference,Wayne State Michigan,Foil Foil,Foil,So.,So,"Valencia, Venezuela",Valencia,,international,Colegio de San Gabriel Arcangel,0,https://wsuathletics.com/sports/womens-fencing/roster/2025-26
fen_56bc8aa5a86b,Shriya,Bangalore,,,5-3,63.0,,,fencing,2025-26,2025-26,D2,Women,Great Lakes Intercollegiate Athletic Conference,Wayne State Michigan,Sabre Sabre,Sabre,Fr.,Fr,"Frisco, Texas",Frisco,TX,domestic,Centennial,0,https://wsuathletics.com/sports/womens-fencing/roster/2025-26
fen_eea6e389ae35,Noreen,Bongado,,,4-11,59.0,,,fencing,2025-26,2025-26,D2,Women,Great Lakes Intercollegiate Athletic Conference,Wayne State Michigan,Foil Foil,Foil,Jr.,Jr,"Farmington Hills, Mich.",Farmington Hills,MI,domestic,Farmington,0,https://wsuathletics.com/sports/womens-fencing/roster/2025-26
fen_c68de3547b01,Reagan,Byars,,,5-7,67.0,,,fencing,2025-26,2025-26,D2,Women,Great Lakes Intercollegiate Athletic Conference,Wayne State Michigan,Sabre Sabre,Sabre,Gr.,Gr,"Warren, Mich.",Warren,MI,domestic,Warren Woods Tower (Macomb CC),0,https://wsuathletics.com/sports/womens-fencing/roster/2025-26
fen_acae66ab428a,Reka,Galfalvy,,,5-6,66.0,,,fencing,2025-26,2025-26,D2,Women,Great Lakes Intercollegiate Athletic Conference,Wayne State Michigan,Epee Epee,Épée,Jr.,Jr,"Budapest, Hungary",Budapest,,international,Vörösmarty Mihály,0,https://wsuathletics.com/sports/womens-fencing/roster/2025-26
fen_c063339d4302,Ludovica,Mancini,,,5-4,64.0,,,fencing,2025-26,2025-26,D2,Women,Great Lakes Intercollegiate Athletic Conference,Wayne State Michigan,Foil Foil,Foil,Sr.,Sr,"Rome, Lazio, Italy",Rome,,international,Liceo Linguistico Niccolò Machiavelli,0,https://wsuathletics.com/sports/womens-fencing/roster/2025-26
fen_aea68ef01a2d,Mikhala,Rivers,,,5-9,69.0,,,fencing,2025-26,2025-26,D2,Women,Great Lakes Intercollegiate Athletic Conference,Wayne State Michigan,Sabre Sabre,Sabre,Fr.,Fr,"Maple Grove, Minn.",Maple Grove,MN,domestic,DeLaSalle,0,https://wsuathletics.com/sports/womens-fencing/roster/2025-26
fen_90bdd6329796,Mehreen,Siddiqui,,,4-11,59.0,,,fencing,2025-26,2025-26,D2,Women,Great Lakes Intercollegiate Athletic Conference,Wayne State Michigan,Sabre Sabre,Sabre,Sr.,Sr,"Canton, Mich.",Canton,MI,domestic,Salem High School,0,https://wsuathletics.com/sports/womens-fencing/roster/2025-26
